0,0,0,2,0,3,1,4
1,1,0,2,0,3,2,3
2,2,0,2,0,3,3,2
3,3,0,2,0,3,4,1
4,4,0,2,0,3,5,0
5,5,0,2,0,4,1,4
6,6,0,2,0,4,2,3
7,7,0,2,0,4,3,2
8,8,0,2,0,4,4,1
9,9,0,2,0,4,5,0
10,10,0,2,0,5,1,1
11,11,0,2,0,5,1,2
12,12,0,2,0,5,1,3
13,13,0,2,0,5,1,4
14,14,0,2,0,5,2,0
15,15,0,2,0,5,2,1
16,16,0,2,0,5,2,2
17,17,0,2,0,5,2,3
18,18,0,2,0,5,3,0
19,19,0,2,0,5,3,1
20,20,0,2,0,5,3,2
21,21,0,2,0,5,4,0
22,22,0,2,0,5,4,1
23,23,0,2,0,5,5,0
24,24,0,2,1,1,0,5
25,25,0,2,1,1,1,4
26,26,0,2,1,1,2,3
27,27,0,2,1,1,3,2
28,28,0,2,1,1,4,1
29,29,0,2,1,1,5,0
30,30,0,2,1,2,0,5
31,31,0,2,1,2,1,4
32,32,0,2,1,2,2,3
33,33,0,2,1,2,4,1
34,34,0,2,1,2,5,0
35,35,0,2,1,3,0,5
36,36,0,2,1,3,1,4
37,37,0,2,1,3,2,3
38,38,0,2,1,3,3,2
39,39,0,2,1,3,4,1
40,40,0,2,1,3,5,0
41,41,0,2,1,4,0,3
42,42,0,2,1,4,0,4
43,43,0,2,1,4,0,5
44,44,0,2,1,4,1,1
45,45,0,2,1,4,1,2
46,46,0,2,1,4,1,3
47,47,0,2,1,4,2,0
48,48,0,2,1,4,2,1
49,49,0,2,1,4,2,2
50,50,0,2,1,4,2,3
51,51,0,2,1,4,3,0
52,52,0,2,1,4,3,1
53,53,0,2,1,4,3,2
54,54,0,2,1,4,4,0
55,55,0,2,1,4,4,1
56,56,0,2,1,4,5,0
57,57,0,2,2,0,0,5
58,58,0,2,2,0,1,4
59,59,0,2,2,0,2,3
60,60,0,2,2,0,3,2
61,61,0,2,2,0,4,1
62,62,0,2,2,0,5,0
63,63,0,2,2,1,0,5
64,64,0,2,2,1,1,4
65,65,0,2,2,1,2,3
66,66,0,2,2,1,3,2
67,67,0,2,2,1,4,1
68,68,0,2,2,1,5,0
69,69,0,2,2,2,0,5
70,70,0,2,2,2,1,4
71,71,0,2,2,2,2,3
72,72,0,2,2,2,4,1
73,73,0,2,2,2,5,0
74,74,0,2,2,3,0,3
75,75,0,2,2,3,0,4
76,76,0,2,2,3,0,5
77,77,0,2,2,3,1,1
78,78,0,2,2,3,1,2
79,79,0,2,2,3,1,3
80,80,0,2,2,3,1,4
81,81,0,2,2,3,2,0
82,82,0,2,2,3,2,1
83,83,0,2,2,3,2,2
84,84,0,2,2,3,3,0
85,85,0,2,2,3,3,1
86,86,0,2,2,3,3,2
87,87,0,2,2,3,4,0
88,88,0,2,2,3,4,1
89,89,0,2,2,3,5,0
90,90,0,2,3,0,0,5
91,91,0,2,3,0,1,4
92,92,0,2,3,0,2,3
93,93,0,2,3,0,3,2
94,94,0,2,3,0,4,1
95,95,0,2,3,0,5,0
96,96,0,2,3,1,0,5
97,97,0,2,3,1,1,4
98,98,0,2,3,1,2,3
99,99,0,2,3,1,3,2
100,100,0,2,3,1,4,1
101,101,0,2,3,1,5,0
102,102,0,2,3,2,0,3
103,103,0,2,3,2,0,4
104,104,0,2,3,2,0,5
105,105,0,2,3,2,1,1
106,106,0,2,3,2,1,3
107,107,0,2,3,2,1,4
108,108,0,2,3,2,2,0
109,109,0,2,3,2,2,1
110,110,0,2,3,2,2,3
111,111,0,2,3,2,3,0
112,112,0,2,3,2,3,1
113,113,0,2,3,2,4,0
114,114,0,2,3,2,4,1
115,115,0,2,3,2,5,0
116,116,0,2,4,0,0,5
117,117,0,2,4,0,1,4
118,118,0,2,4,0,2,3
119,119,0,2,4,0,3,2
120,120,0,2,4,0,4,1
121,121,0,2,4,0,5,0
122,122,0,2,4,1,0,3
123,123,0,2,4,1,0,4
124,124,0,2,4,1,0,5
125,125,0,2,4,1,1,1
126,126,0,2,4,1,1,2
127,127,0,2,4,1,1,3
128,128,0,2,4,1,1,4
129,129,0,2,4,1,2,0
130,130,0,2,4,1,2,1
131,131,0,2,4,1,2,2
132,132,0,2,4,1,2,3
133,133,0,2,4,1,3,0
134,134,0,2,4,1,3,1
135,135,0,2,4,1,3,2
136,136,0,2,4,1,4,0
137,137,0,2,4,1,5,0
138,138,0,2,5,0,0,3
139,139,0,2,5,0,0,4
140,140,0,2,5,0,0,5
141,141,0,2,5,0,1,1
142,142,0,2,5,0,1,2
143,143,0,2,5,0,1,3
144,144,0,2,5,0,1,4
145,145,0,2,5,0,2,0
146,146,0,2,5,0,2,1
147,147,0,2,5,0,2,2
148,148,0,2,5,0,2,3
149,149,0,2,5,0,3,0
150,150,0,2,5,0,3,1
151,151,0,2,5,0,3,2
152,152,0,2,5,0,4,0
153,153,0,2,5,0,4,1
154,154,0,3,0,2,1,4
155,155,0,3,0,2,2,3
156,156,0,3,0,2,3,2
157,157,0,3,0,2,4,1
158,158,0,3,0,2,5,0
159,159,0,3,0,4,1,4
160,160,0,3,0,4,2,3
161,161,0,3,0,4,3,2
162,162,0,3,0,4,4,1
163,163,0,3,0,4,5,0
164,164,0,3,0,5,1,1
165,165,0,3,0,5,1,2
166,166,0,3,0,5,1,3
167,167,0,3,0,5,1,4
168,168,0,3,0,5,2,0
169,169,0,3,0,5,2,1
170,170,0,3,0,5,2,2
171,171,0,3,0,5,2,3
172,172,0,3,0,5,3,0
173,173,0,3,0,5,3,1
174,174,0,3,0,5,3,2
175,175,0,3,0,5,4,0
176,176,0,3,0,5,4,1
177,177,0,3,0,5,5,0
178,178,0,3,1,1,0,5
179,179,0,3,1,1,1,4
180,180,0,3,1,1,2,3
181,181,0,3,1,1,3,2
182,182,0,3,1,1,4,1
183,183,0,3,1,1,5,0
184,184,0,3,1,2,0,5
185,185,0,3,1,2,1,4
186,186,0,3,1,2,2,3
187,187,0,3,1,2,3,2
188,188,0,3,1,2,4,1
189,189,0,3,1,2,5,0
190,190,0,3,1,3,0,5
191,191,0,3,1,3,1,4
192,192,0,3,1,3,3,2
193,193,0,3,1,3,4,1
194,194,0,3,1,3,5,0
195,195,0,3,1,4,0,2
196,196,0,3,1,4,0,4
197,197,0,3,1,4,0,5
198,198,0,3,1,4,1,1
